    5.00  86.140  59.865  12.408 102.679  77.863  32.273  85.464   0.375   0.333   3.545   0.027
   10.00  90.930  56.642  17.564 114.349  79.221  35.490  93.982   0.390   0.327   3.518   0.050
   15.00  95.950  53.897  22.683 126.197  80.830  38.087 100.831   0.397   0.325   3.492   0.069
   20.00 101.180  51.684  27.947 138.446  82.552  40.383 106.902   0.399   0.324   3.466   0.084
   25.00 106.800  50.041  33.658 151.675  84.359  42.687 113.000   0.400   0.324   3.441   0.096
   30.00 112.810  48.913  39.744 165.798  86.311  45.013 119.186   0.399   0.324   3.417   0.104
   35.00 119.290  48.295  46.204 180.893  88.486  47.448 125.679   0.398   0.324   3.394   0.108
   40.00 126.180  48.418  53.187 197.098  90.723  50.272 133.135   0.398   0.324   3.371   0.109
   45.00 133.640  49.145  60.676 214.544  93.191  53.473 141.540   0.400   0.323   3.349   0.106
   50.00 141.560  50.596  68.741 233.213  95.731  57.212 151.256   0.404   0.322   3.328   0.100
