    5.00  78.560  62.878   4.080  84.002  75.841  24.328  64.005   0.310   0.360   3.590   0.029
   10.00  75.240  62.072   1.064  76.661  74.534  20.130  52.267   0.268   0.377   3.607   0.056
   15.00  73.190  61.260  -1.703  70.921  74.328  15.815  39.672   0.216   0.399   3.624   0.081
   20.00  69.520  60.200  -4.175  63.950  72.300  11.401  25.842   0.164   0.422   3.644   0.104
   25.00  67.060  59.131  -6.363  58.574  71.300   6.982  11.035   0.104   0.450   3.664   0.124
   30.00  64.180  58.130  -8.165  53.291  69.621   2.876  -4.079   0.045   0.478   3.685   0.141
