    5.00  84.160  66.598   8.431  95.397  78.535  30.523  80.304   0.363   0.338   3.560   0.033
   10.00  85.780  68.784  10.104  99.248  79.040  33.005  86.528   0.385   0.329   3.546   0.063
   15.00  87.090  70.053  11.764 102.774  79.246  35.115  91.799   0.403   0.322   3.531   0.091
   20.00  88.190  70.507  12.991 105.509  79.527  36.473  95.224   0.414   0.318   3.517   0.117
   25.00  89.090  70.262  13.618 107.251  80.014  36.991  96.623   0.415   0.318   3.503   0.140
   30.00  90.220  69.643  14.090 109.005  80.826  37.223  97.383   0.413   0.319   3.489   0.160
   35.00  90.610  68.359  13.861 109.091  81.370  36.565  95.933   0.404   0.322   3.476   0.178
   40.00  90.650  66.935  13.525 108.687  81.638  35.759  94.077   0.394   0.326   3.464   0.191
   45.00  91.220  65.135  13.060 108.629  82.509  34.703  91.684   0.380   0.331   3.451   0.202
   50.00  91.410  64.504  13.081 108.853  82.692  34.504  91.263   0.377   0.332   3.440   0.209
