    5.00 109.750  63.736   8.809 121.499 103.880  30.003  81.521   0.273   0.375   3.246  -0.012
   10.00 116.180  62.116  17.116 139.000 104.768  37.196 100.523   0.320   0.355   3.236  -0.024
   15.00 122.410  60.750  25.021 155.776 105.734  42.562 114.335   0.348   0.344   3.227  -0.036
   20.00 128.750  59.724  32.662 172.302 106.978  46.879 125.392   0.364   0.338   3.219  -0.046
   25.00 135.230  59.104  40.283 188.944 108.379  50.687 135.168   0.375   0.333   3.211  -0.056
   30.00 141.870  58.997  47.942 205.790 109.905  54.295 144.456   0.383   0.330   3.205  -0.066
   35.00 148.670  59.297  55.619 222.829 111.590  57.798 153.501   0.389   0.328   3.198  -0.074
   40.00 155.650  59.994  63.484 240.291 113.323  61.366 162.714   0.394   0.326   3.192  -0.083
   45.00 162.730  61.100  71.524 258.092 115.043  65.076 172.264   0.400   0.324   3.187  -0.090
   50.00 170.020  62.677  79.760 276.369 116.849  69.030 182.403   0.406   0.321   3.182  -0.097
